address	name	length	bytes
004720f1	GFSerialiseVectorBinaryOut<float>	50	535556578bfa8b77042b378be9c1fe0256e8a91d520033db85f67e118b07ff34988bcde8971d5200433bde7cef5f5e5d5bc3
0048524c	ShareData	50	56578b7c24108bf1397e047414e89bfeffff85ff8b44240c8906897e047402ff075f5ec20800ff742404e84509f8ffc20800
00475dc7	GFSerialiseVectorBinaryOut<C2DVector>	51	535556578bfa8b77042b378be9c1fe0356e8d3e0510033db85f67e128b078d04d8508bcde8a0e15100433bde7cee5f5e5d5bc3
0047baf0	_Destroy	51	56578bfa8bf13bf774248d9b000000008d4e08e808fa51008d4e04e800fa51008bcee8f9f9510083c60c3bf775e25f5ec20400
0047c880	OnKill	51	568bf18b460485c074278b068b4804518bcee809feffff8b068940088b16c74204000000008b0689400cc74604000000005ec3
00485372	_Copy_backward<CHeroMarriageInfo*,CHeroMarriageInfo*>	51	538bda8bc32bc16a1c9959f7f985c07e1a5657836c24101c8b7c241083eb1c486a07598bf3f3a575ea5f5e8b4424085bc20c00
0047280c	UpdateShadowScene	53	56680ed722018bf1e8e71cf9ff8b46184848741148751a8b5424088b4e28e812000000eb0c8b5424088b4e24e8590000005ec20400
004857e0	BuildTreeArray	53	53568b74240c85f68bd9742457ff760c8bcbe8e9ffffff8b7e088d4e10e80e5d510056e80c92770085ff598bf775de5f5e5bc20400
0047b630	_Fill_n<unsigned_long*,unsigned_int,unsigned_long>	56	85d2568bf1762b53578b7c24108bda9085f674168b078d4f04518d4e048906e8dc3552008a570888560883c60c4b75e05f5b8bc65ec20800
00472b63	~WaypointData	58	558bec83ec40568bf18d4dc0e84c95fdff8d45c050ff75088bcec745c03c542301e8140000008d4dc0c745c0a00b2301e8b89958005ec9c20400
0047931e	TransferBinaryOut	59	5356578b7c24148bcfe82d0000008b5c2410508bcbe878ab51008b078b303bf074138b036a188d4e08518bcbff50108b363b3775ed5f5e5bc20800
0047d60d	OnCreate	59	558bec518365fc0056578bf98d45fc508b47048b4870e8ed8100008b75fcffb6a80000008bcfe8baffffffff4e0475078b068bceff50045f5ec9c3
0047b5f0	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<unsigned_int,std::allocator<unsigned_int>_>_>,unsigned_int*,std::allocator<unsigned_int>_>	60	53568bda8bf13bf3578b7c241074259085ff74168b068d4e04518d4f048907e81c3652008a560888570883c60c83c70c3bf375dc8bc75f5e5bc20800
0047bca0	_Destroy_range<std::allocator<CSpeechFrame>_>	61	56578bfa8bf13bf774158d9b000000008d4e04e8282e520083c60c3bf775f15f5ec3cccccccccccccccccccccccccccc518d44240350e815feffff59c3
004721b3	push_back	62	8b118b442404568b7104578bfe2bfac1ff023bc7730c568d048250e81e000000eb178b7104ff7424108bfe2bfac1ff022bc75056e8340000005f5ec20800
00475e92	push_back	62	8b118b442404568b7104578bfe2bfac1ff033bc7730c568d04c250e84eaffcffeb178b7104ff7424108bfe2bfac1ff032bc75056e8050000005f5ec20800
00472b9d	push_back	64	8b118b442404568b7104578bfe2bfac1ff063bc7730ec1e0065603c250e81e000000eb178b7104ff7424108bfe2bfac1ff062bc75056e8520000005f5ec20800
004735d6	UpdateShadowScene	65	558bec5156680ed722018bf1e8190ff9ff8365fc008b46184848741248751d8b4508ff308b4e28e8ae085200eb0eff75088d4dfcff7624e8050000005ec9c20400
00479187	UpdateShadowScene	65	558bec5156680ed722018bf1e868b3f8ff8365fc008b46184848741248751d8b4508ff308b4e28e8fdac5100eb0eff75088d4dfcff7624e8050000005ec9c20400
0047922b	UpdateShadowScene	65	558bec5156680ed722018bf1e8c4b2f8ff8365fc008b46184848741248751d8b4508ff308b4e28e859ac5100eb0eff75088d4dfcff7624e8050000005ec9c20400
00473593	UpdateShadowScene	67	558bec5156680ed722018bf1e85c0ff9ff8b46184848c645fc00741448751f8b45080fb6008b4e2850e8ef085200eb0eff75088d4dfcff7624e86f23f9ff5ec9c20400
004724c2	?Transfer@CSpecialAbilitiesDrainLifeDef@@UAEXAAVCPersistContext@@@Z	68	568bf1578b7c240c8d463c508bcfe8ea27ffff8d4648508bcfe86745ffff8d4654508bcfe8d427ffff8d4660508bcfe8030dfcff83c66c568bcfe860ebfbff5f5ec20400
0047b6c0	_Fill_n<unsigned_long*,unsigned_int,unsigned_long>	69	85d2568bf17638538b5c240c55578bea85f67422538bcee8440052008d43048d7e08508d4ffce8350052008d4b08518bcfe82a00520083c60c4d75d45f5d5b8bc65ec20800
0047db73	SavedConfirmed	69	558bec51a1a0863b018b481c56e8dbbdfcff8bc8e8e49f00008bf08d4dfc8975fce84701f9ff84c0741868c60000008d4e20e83632f9ff8b0d90873b01e85ba7fbff5ec9c3
00485524	`scalar_deleting_destructor'	71	568bf18d4e08c70694672301e8a93cfafff644240801c7063cf82201740756e874947700598bc65ec204008b01c38b0185c0740750e8b694770059c38b098b4424048908c20400
0047662a	push_back	72	538b590456578b398bc32bc76a5c995ef7fe8b7424103bf0730e6bf65c5303f756e822000000eb1a8b5904ff7424148bc32bc76a5c5f99f7ff2bf05653e8560000005f5e5bc20800
00476acf	push_back	72	538b590456578b398bc32bc76a4c995ef7fe8b7424103bf0730e6bf64c5303f756e822000000eb1a8b5904ff7424148bc32bc76a4c5f99f7ff2bf05653e8560000005f5e5bc20800
004799c6	push_back	72	538b590456578b398bc32bc76a54995ef7fe8b7424103bf0730e6bf6545303f756e822000000eb1a8b5904ff7424148bc32bc76a545f99f7ff2bf05653e8560000005f5e5bc20800
0047b830	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<unsigned_int,std::allocator<unsigned_int>_>_>,unsigned_int*,std::allocator<unsigned_int>_>	72	53568bda8bf13bf3578b7c241074259085ff74168b068d4e04518d4f048907e8dc3352008a560888570883c60c83c70c3bf375dc8bc75f5e5bc20800cccccccc83c104e968325200
0047c290	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<unsigned_int,std::allocator<unsigned_int>_>_>,unsigned_int*,std::allocator<unsigned_int>_>	72	53568bda8bf13bf3578b7c241074319085ff74228b068d4e04518d4f048907e87c2952008b56088d460c508d4f0c895708e88af7ffff83c61883c7183bf375d08bc75f5e5bc20800
00485420	`vector_deleting_destructor'	72	568bf1e8e8e65000f644240801740956e88795770083c4048bc65ec20400cccc8b018b4c24048d04c8c204008b4160c38b018b4c24048d0488c204008b018b4c24048d0488c20400
00478be4	push_back	73	538b590456578b398bc32bc76a48995ef7fe8b7424103bf0730f8d04f6538d04c750e822000000eb1a8b5904ff7424148bc32bc76a485f99f7ff2bf05653e8520000005f5e5bc20800
00479ff3	push_back	73	538b590456578b398bc32bc76a48995ef7fe8b7424103bf0730f8d04f6538d04c750e822000000eb1a8b5904ff7424148bc32bc76a485f99f7ff2bf05653e8560000005f5e5bc20800
0047b670	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<unsigned_int,std::allocator<unsigned_int>_>_>,unsigned_int*,std::allocator<unsigned_int>_>	73	55568bea8bf13bf5578b7c241074325385ff7422568bcfe8940052008d46048d5f08508d4bfce8850052008d4e08518bcbe87a00520083c60c83c70c3bf575d05b8bc75f5e5dc20800
0047b710	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<unsigned_int,std::allocator<unsigned_int>_>_>,unsigned_int*,std::allocator<unsigned_int>_>	73	55568bea8bf13bf5578b7c241074325385ff7422568bcfe8f4ff51008d46048d5f08508d4bfce8e5ff51008d4e08518bcbe8daff510083c60c83c70c3bf575d05b8bc75f5e5dc20800
00476123	push_back	75	538b590456578b398bc32bc76a50995ef7fe8b7424103bf073118d04b6c1e0045303c750e822000000eb1a8b5904ff7424148bc32bc76a505f99f7ff2bf05653e8aa0000005f5e5bc20800
00479595	push_back	75	538b590456578b398bc32bc76a50995ef7fe8b7424103bf073118d04b6c1e0045303c750e822000000eb1a8b5904ff7424148bc32bc76a505f99f7ff2bf05653e8560000005f5e5bc20800
0047a407	push_back	75	538b590456578b398bc32bc76a50995ef7fe8b7424103bf073118d04b6c1e0045303c750e822000000eb1a8b5904ff7424148bc32bc76a505f99f7ff2bf05653e8560000005f5e5bc20800
00476f4f	push_back	76	8b4104538b19562bc357bfc4000000998bf7f7fe8b7424103bf07313ff710469f6c400000003f356e81f000000eb178b41042bc399f7ffff7424142bf056ff7104e8620000005f5e5bc20800
00477dea	push_back	76	8b4104538b19562bc357bf88000000998bf7f7fe8b7424103bf07313ff710469f68800000003f356e81f000000eb178b41042bc399f7ffff7424142bf056ff7104e85e0000005f5e5bc20800
00403d20	CCountedPointer<CProgressDisplay>::CCountedPointer	78	8b44240485c0568bf1890674346a0ce8e6ac7f0083c40485c0741b8b0ec70001000000c74004003640008948088946048bc65ec2040033c08946048bc65ec20400c74604000000008bc65ec20400
004855a3	SortTreeRecursively	78	56578bf98b078b303bf0740f8bc68b3650e85b9477003b375975f18b0789008b3f897f045f5ec38b442404ff7004ff30e874fcffffc20400ff74240c8b4c2408ff74240ce8cafbffff8b442404c3
0047d5a3	PeekGuiDef	79	558bec51518365f800566aff68205f23018d4dfce8341652008d45f8506a018d45fc50e8e5f0fcff8bc8e8e58200008d4dfce8061552008b75f885f6740cff4e0475078b068bceff50048bc65ec9c3
004793f8	TransferBinaryIn	81	8b442404578bf98b480483c11833d27c3c7f0485c9723685d27f327c0881f9ffffff7f7728837814187c18568b700c6a0659f3a583400c18834014e8834004185eeb0a6a18578bc8e85ba851005fc20400
0047a6e7	_Fill_n<unsigned_long*,unsigned_int,unsigned_long>	86	85d2568bf17619578bfa85f6740bff74240c8bcee8cfdfffff83c6504f75eb5f8bc65ec20400cccccc8b44240456508bf1e8031052008b4c240c518d4e04e8f60f52008b542410528d4e08e8e90f52008bc65ec20c00
0047b880	_Dest_val<std::allocator<std::pair<CCharString,CSymbolMap::CSymbolInfo>_>,std::pair<CCharString,CSymbolMap::CSymbolInfo>_>	87	568bf18d4e08e885fc51008d4e04e87dfc51008bce5ee975fc5100cccccccccc8b44240485c05674138d0440c1e00250e85931780083c4048bf0eb0233f68b5424108d4c2408518b4c241056e85fffffff8bc65ec20c00
0047a770	_Dest_val<std::allocator<std::pair<CCharString,CSymbolMap::CSymbolInfo>_>,std::pair<CCharString,CSymbolMap::CSymbolInfo>_>	92	568bf18d4e08e8950d52008d4e04e88d0d52008bce5ee9850d5200ccccccccccff490c7907c7410c00000000c3cccccc8b510c8b014289510c568bf28b51042bd0b8abaaaa2af7eac1fa028bc2c1e81f03c23bf05e72044889410cc3
0047c600	_Copy_impl<CTCSkeletalMorph::CSkeletalMorph*,CTCSkeletalMorph::CSkeletalMorph*>	93	568bf12bd6b8abaaaa2af7eac1fa028bc2c1e81f03c285c07e3b53578b7c24108bd88b068d4e04518d4f048907e87e2952008b56088d460c508d4f0c895708e80cf8ffff83c61883c7184b75d58bc75f5b5ec20c008b4424085ec20c00
